"연도","상담유형","상담분류","상담세분류","상담건수"
"2020","공적연금연계","연계퇴직유족연금","기타","5"
"2020","재해보상급여","공무상기간연장","헬프데스크","5"
"2020","교육","퇴직예정자교육","행안부 위탁 교육","4"
"2020","민원서류 발급","발급신청","연금인상안내문재발송","4"
"2020","연금수급자 관리","일부정지 안내문","전액(자격)정지","4"
"2020","재해보상급여","공무상요양비","헬프데스크","4"
"2020","공적연금연계","사망시 미지급급여","사망시 미지급급여","3"
"2020","후생복지사업","위탁시설","상록스포렉스","3"
"2020","부조급여","재해부조금","청구시효(재해부조금)","3"
"2020","주택사업","방별임대주택","월임대료납부 문의","3"
"2020","연금대출","연금대출신청","9-10등급 연금대출 신청방법","3"
"2020","주택사업","독신자숙소","기타","3"
"2020","유족급여","유족연금수급권자가 행방불명인 경우","유족연금수급권자가 행방불명인 경우","3"
"2020","재해보상급여","요양일시금","진행 사항/보완사항 확인","2"
"2020","행정구제제도","행정소송","제소기간","2"
"2020","교육","퇴직예정자교육","e-생애설계","2"
"2020","공적연금연계","연계급여사후관리","연계급여사후관리","2"
"2020","퇴직급여","행방불명자 퇴직급여","행방불명자에 대한 퇴직급여","2"
"2020","공적연금연계","연계퇴직연금","연계청구서 신청정보 변경","2"
"2020","기타 경영사항","공단 경영사항 일반","","2"
"2020","재해보상급여","순직유족보상금","헬프데스크","2"
"2020","기타 경영사항","공단 경영사항 일반","제도개선 불만(재직자)","2"
"2020","연금수급자 관리","일부정지 안내문","1.6배 전액정지","1"
"2020","아웃콜","아웃콜","설문조사","1"
"2020","아웃콜","아웃콜","고객만족도조사","1"
"2020","금융기관알선대출","단기재직자 신용대출","단기재직자 대출 이율","1"
"2020","전산관련","홈페이지관련","","1"
"2020","공적연금연계","연계퇴직유족연금","연계퇴직유족연금산정방법","1"
"2020","연금대출","연금대출신청","세종시 대출","1"
"2020","각종민원","사이버등록민원","기타사이버관련문의","1"
"2020","연금대출","연금대출신청","","1"
"2020","금융기관알선대출","생활안정자금대출","대출신청 구비서류","1"
"2020","금융기관알선대출","생활안정자금대출","생활안정자금 대출이율","1"
"2020","아웃콜","아웃콜","연금대출 미납안내","1"
"2020","맞춤형복지","사용자시스템","","1"
"2020","공적연금연계","중복급여조정","중복급여조정","1"
"2020","기타 경영사항","직원 전화번호 안내","","1"
"2020","민원서류 발급","발급신청","","1"
"2021","연금대출","연금대출신청","연금대출 가능금액","31604"
"2021","민원서류 발급","발급신청","공무원연금지급사실확인서","31238"
"2021","금융기관알선대출","융자추천발급확인서","유선발급","22856"
"2021","연금수급자 관리","연금소득 과세제도","연금소득 연말정산","22744"
"2021","재직관리","기여금","소급기여금 일시납부","19250"
"2021","주택사업","임대주택","입주신청 및 절차","17432"
"2021","연금수급자 관리","일부정지","일부정지대상","14049"
"2021","퇴직급여","예상퇴직금","조회 및 조회방법 문의","13875"
"2021","맞춤형복지","사용자시스템","보험문의","13634"
"2021","퇴직급여","연금개시연령","연금개시연령","13623"
"2021","민원서류 발급","발급신청","연금지급내역 확인서","13565"
"2021","재직관리","기여금","휴직중납부","13219"
"2021","퇴직급여","퇴직급여신청","청구서 접수 및 심사진행사항 확인","12643"
"2021","맞춤형복지","운영자시스템","인사변동처리(맞복)","10405"
"2021","연금대출","연금대출상환","완납 상환 및 절차","10051"
"2021","연금수급자 관리","신분변동관련","계좌번호 변경","9585"
"2021","연금대출","연금대출신청","신청시기","9120"
"2021","연금수급자 관리","연금지급일, 지급액 문의","","9011"
"2021","전산관련","홈페이지관련","홈페이지 일반문의","8946"
"2021","퇴직급여","퇴직급여신청","신청서류 및 신청절차","8911"
"2021","전산관련","홈페이지관련","홈페이지 비밀번호 문의","8735"
"2021","재해보상급여","공무상요양승인","요양승인신청서류,절차","8411"
"2021","재직관리","기여금","기여금액 확인","8055"
"2021","부조급여","사망조위금","신청서류,절차(사망조위금)","8025"
"2021","재직관리","임용전군복무기간산입","신청절차 및 납부","7798"
"2021","맞춤형복지","사용자시스템","카드등록문의","7665"
"2021","연금지","연금지 구독 문의","연금지 재발송 및 주소변경","7429"
"2021","연금수급자 관리","신분변동관련","주소, 전화번호, 이메일 변경","7346"
"2021","퇴직급여","퇴직급여신청","퇴직급여 일반","7075"
"2021","재직관리","기여금","기여금 과미납","6743"
"2021","연금수급자 관리","신분변동관련","계좌확인 및 변경방법 문의","6521"
"2021","재직관리","재직기간 합산","합산신청 및 승인절차","6248"
"2021","대여학자금","학자금 상환업무","중복수혜자 상환절차","6228"
"2021","유족급여","유족연금승계","신청서류 및 신청절차","6185"
"2021","민원서류 발급","발급신청","퇴직연금증서","5711"
"2021","연금대출","연금대출신청","연금대출 인터넷 신청절차","5518"
"2021","민원서류 발급","발급신청","연금소득원천징수영수증","5170"
"2021","퇴직급여","퇴직급여신청","인터넷신청","5109"
"2021","유족급여","분할연금","","5088"
"2021","맞춤형복지","사용자시스템","카드사용 청구방법","4912"
"2021","교육","퇴직예정자교육","교육과정 및 교육신청방법","4899"
"2021","연금대출","연금대출신청","대출상환 후 재대출","4877"
"2021","대여학자금","학자금 상환업무","학자금 상환시기,잔액확인","4867"
"2021","민원서류 발급","발급신청","공무원연금내역서","4748"
"2021","부조급여","사망조위금","진행사항(사망조위금)","4682"
"2021","연금담당자","연금담당자 등록, 변경","","4593"
"2021","맞춤형복지","운영자시스템","배정 및 기준(맞복)","4592"
"2021","금융기관알선대출","융자추천발급확인서","발급방법","4427"
"2021","맞춤형복지","사용자시스템","카드매출내역확인(맞복)","4341"
"2021","연금대출","연금대출상환","상환내역 확인","4329"
"2021","기타","타기관 전화","","4280"
"2021","민원서류 발급","발급신청","급여지급사실확인서","4260"
"2021","주택사업","임대주택","재계약 절차 /재계약요건","4111"
"2021","유족급여","유족연금승계","유족연금승계 일반","4030"
"2021","연금수급자 관리","연금소득 과세제도","자녀의 연말정산시 부양가족 해당여부","4024"
"2021","연금대출","연금대출상환","미납 상환 및 절차","3861"
"2021","연금대출","연금대출상환","상환금액 안내(전액, 당월분)","3840"
"2021","연금지","연금지 구독 문의","연금지 (무료구독 후) 해지","3804"
"2021","연금대출","연금대출신청","진행상황 확인","3782"
"2021","금융기관알선대출","금융기관알선대출","대출 가능 금액 조회","3754"
"2021","연금수급자 관리","연금액 문의","연금인상액 문의","3723"
"2021","대여학자금","학자금 인터넷 대부","인터넷 신청 입력방법","3585"
"2021","맞춤형복지","사용자시스템","회원가입,로그인(맞복)","3495"
"2021","연금대출","연금대출신청","기타","3444"
"2021","연금수급자 관리","일부정지","일부정지금액 정산","3406"
"2021","퇴직급여","급여지급 및 계좌관련","급여액 및 지급일,공제액 확인","3396"
"2021","연금대출","연금대출상환","일부상환 및 절차","3351"
"2021","공적연금연계","연계신청","연계대상","3217"
"2021","연금대출","연금대출상환","상환기간 조정","3144"
"2021","후생복지사업","임신출산용품","임신출산용품","3141"
"2021","연금대출","연금대출신청","연금대출 구비서류","3135"
"2021","퇴직급여","퇴직급여 전반","퇴직급여 전반","3117"
"2021","부조급여","사망조위금","지급대상,금액(사망조위금)","3077"
"2021","재직관리","기여금","기여금 면제월","3063"
"2021","재해보상급여","공무상요양비","청구절차,서류(요양비)","2936"
"2021","맞춤형복지","사용자시스템","지급시기문의(맞복)","2900"
"2021","맞춤형복지","사용자시스템","임시비밀번호발송","2895"
"2021","퇴직급여","퇴직급여신청","퇴직급여유선청구","2784"
"2021","부조급여","사망조위금","인터넷청구(사망조위금)","2780"
"2021","재직관리","재직정보문의 및 변경","","2694"
"2021","재직관리","재직기간 합산","재직기간 합산대상","2681"
"2021","재직관리","재직기간","재직정보 확인","2657"
"2021","유족급여","유족급여신청","안심상속서비스","2610"
"2021","맞춤형복지","운영자시스템","승인및지급처리(맞복)","2591"
"2021","맞춤형복지","사용자시스템","영수증청구방법(맞복)","2550"
"2021","맞춤형복지","사용자시스템","시스템 문의(맞복)","2472"
"2021","맞춤형복지","운영자시스템","운영자 승계, 등록(맞복)","2452"
"2021","전산관련","홈페이지관련","홈페이지 로그인장애","2447"
"2021","주택사업","임대주택","입주자격 문의","2305"
"2021","주택사업","분양주택","국민주택알선","2292"
